horizon,method,date,time,true,pred
4,baseline,2025-03-06,2025-03-06 08:00:00,317.0,304.67094558921275
4,baseline,2025-03-06,2025-03-06 09:00:00,317.5,305.96089029906017
4,baseline,2025-03-06,2025-03-06 10:00:00,315.75,307.29382948900104
4,baseline,2025-03-06,2025-03-06 11:00:00,307.5,304.67094558921275
4,baseline,2025-03-06,2025-03-06 12:00:00,299.75,296.122
4,baseline,2025-03-06,2025-03-06 13:00:00,294.5,294.04850208163646
4,baseline,2025-03-06,2025-03-06 14:00:00,293.5,295.21827994655405
4,baseline,2025-03-06,2025-03-06 15:00:00,300.0,300.80111145967044
4,baseline,2025-03-06,2025-03-06 16:00:00,317.5,311.3227794781109
4,baseline,2025-03-06,2025-03-06 17:00:00,333.85,324.2573121771173
4,baseline,2025-03-06,2025-03-06 18:00:00,339.0,332.81249999999994
4,baseline,2025-03-06,2025-03-06 19:00:00,325.5,331.42812131419646
4,baseline,2025-03-06,2025-03-06 20:00:00,318.5,328.8606127332574
4,baseline,2025-03-06,2025-03-06 21:00:00,319.0,322.15056440651153
4,baseline,2025-03-06,2025-03-06 22:00:00,308.75,308.69989557832264
4,baseline,2025-03-06,2025-03-06 23:00:00,298.0,289.6396203090463
4,baseline,2025-03-07,2025-03-07 00:00:00,292.0,285.2921440615184
4,baseline,2025-03-07,2025-03-07 01:00:00,283.96000000000004,285.30587723439
4,baseline,2025-03-07,2025-03-07 02:00:00,282.35,285.3104549586805
4,baseline,2025-03-07,2025-03-07 03:00:00,282.2,285.3104549586805
4,baseline,2025-03-07,2025-03-07 04:00:00,282.53,284.72686899678814
4,baseline,2025-03-07,2025-03-07 05:00:00,284.85,284.7177135482071
4,baseline,2025-03-07,2025-03-07 06:00:00,320.0,290.98172199637963
4,baseline,2025-03-07,2025-03-07 07:00:00,347.5,306.161811101646
4,baseline,2025-03-07,2025-03-07 08:00:00,350.0,311.03252732875205
4,baseline,2025-03-07,2025-03-07 09:00:00,324.5,293.7293130603836
4,baseline,2025-03-07,2025-03-07 10:00:00,291.9375,284.9021775328275
4,baseline,2025-03-07,2025-03-07 11:00:00,278.9475,282.2584131924126
4,baseline,2025-03-07,2025-03-07 12:00:00,269.3675,270.03515992644526
4,baseline,2025-03-07,2025-03-07 13:00:00,273.24,275.8370216731721
4,baseline,2025-03-07,2025-03-07 14:00:00,281.8675,284.9021775328275
4,baseline,2025-03-07,2025-03-07 15:00:00,297.0,289.67183322041205
4,baseline,2025-03-07,2025-03-07 16:00:00,369.25,313.25722163515775
4,baseline,2025-03-07,2025-03-07 17:00:00,1169.0,361.57668786929224
4,baseline,2025-03-07,2025-03-07 18:00:00,1101.0,475.0503278329638
4,baseline,2025-03-07,2025-03-07 19:00:00,1089.5,394.75540189720783
4,baseline,2025-03-07,2025-03-07 20:00:00,1105.0,394.75540189720783
4,baseline,2025-03-07,2025-03-07 21:00:00,1189.725,361.09097164167395
4,baseline,2025-03-07,2025-03-07 22:00:00,1010.0,330.1711834348098
4,baseline,2025-03-07,2025-03-07 23:00:00,396.25,319.57109149212704
4,baseline,2025-03-08,2025-03-08 00:00:00,506.93,328.37869704729934
4,baseline,2025-03-08,2025-03-08 01:00:00,532.41,327.65705943226124
4,baseline,2025-03-08,2025-03-08 02:00:00,538.85,327.4165135605819
4,baseline,2025-03-08,2025-03-08 03:00:00,532.41,325.45
4,baseline,2025-03-08,2025-03-08 04:00:00,439.99,326.43325678029095
4,baseline,2025-03-08,2025-03-08 05:00:00,531.72,328.8601435804618
4,baseline,2025-03-08,2025-03-08 06:00:00,760.9075,436.96124550576565
4,baseline,2025-03-08,2025-03-08 07:00:00,794.3675,539.394178815014
4,baseline,2025-03-08,2025-03-08 08:00:00,749.7525,449.59458648105476
4,baseline,2025-03-08,2025-03-08 09:00:00,384.80499999999995,319.92979587434866
4,baseline,2025-03-08,2025-03-08 10:00:00,206.9175,295.15326865911504
4,baseline,2025-03-08,2025-03-08 11:00:00,197.20999999999998,284.39439682483845
4,baseline,2025-03-08,2025-03-08 12:00:00,186.7825,279.6169183950149
4,baseline,2025-03-08,2025-03-08 13:00:00,189.5175,282.71699766109504
4,baseline,2025-03-08,2025-03-08 14:00:00,203.035,290.13939906051166
4,baseline,2025-03-08,2025-03-08 15:00:00,297.64,313.2544190657826
4,baseline,2025-03-08,2025-03-08 16:00:00,711.635,354.1787416257519
4,baseline,2025-03-08,2025-03-08 17:00:00,863.24,762.4340222906927
4,baseline,2025-03-08,2025-03-08 18:00:00,868.0525,1380.3146606725302
4,baseline,2025-03-08,2025-03-08 19:00:00,849.8325,1252.7229400968251
4,baseline,2025-03-08,2025-03-08 20:00:00,842.775,1069.163986495002
4,baseline,2025-03-08,2025-03-08 21:00:00,830.8425,790.5594195299013
4,baseline,2025-03-08,2025-03-08 22:00:00,825.5675,538.2240063445516
4,baseline,2025-03-08,2025-03-08 23:00:00,738.79,358.69909020752993
4,baseline,2025-03-09,2025-03-09 00:00:00,327.65,329.6015143712784
4,baseline,2025-03-09,2025-03-09 01:00:00,320.25,318.51560463751434
4,baseline,2025-03-09,2025-03-09 02:00:00,315.5,312.0
4,baseline,2025-03-09,2025-03-09 03:00:00,313.75,308.2459636032879
4,baseline,2025-03-09,2025-03-09 04:00:00,312.5,307.63492551959814
4,baseline,2025-03-09,2025-03-09 05:00:00,313.1,310.4285008434888
4,baseline,2025-03-09,2025-03-09 06:00:00,329.8925,333.49918510627003
4,baseline,2025-03-09,2025-03-09 07:00:00,334.0675,333.50810584156557
4,baseline,2025-03-09,2025-03-09 08:00:00,305.75,302.2071291711942
4,baseline,2025-03-09,2025-03-09 09:00:00,266.7625,259.3905330637318
4,baseline,2025-03-09,2025-03-09 10:00:00,73.37,91.35632820869233
4,baseline,2025-03-09,2025-03-09 11:00:00,0.0,22.561329890059344
4,baseline,2025-03-09,2025-03-09 12:00:00,9.635,21.804219816359733
4,baseline,2025-03-09,2025-03-09 13:00:00,25.63,21.80900629511879
4,baseline,2025-03-09,2025-03-09 14:00:00,24.4225,21.790336814084018
4,baseline,2025-03-09,2025-03-09 15:00:00,90.715,45.78702039429326
4,baseline,2025-03-09,2025-03-09 16:00:00,252.14249999999998,248.7890590954687
4,baseline,2025-03-09,2025-03-09 17:00:00,313.25,308.5655168476515
4,baseline,2025-03-09,2025-03-09 18:00:00,329.25,399.1240154436201
4,baseline,2025-03-09,2025-03-09 19:00:00,322.5,375.6635968261275
4,baseline,2025-03-09,2025-03-09 20:00:00,326.75,369.20552543085716
4,baseline,2025-03-09,2025-03-09 21:00:00,347.5,353.81611111111107
4,baseline,2025-03-09,2025-03-09 22:00:00,331.75,325.93825616713053
4,baseline,2025-03-09,2025-03-09 23:00:00,310.5,308.2459636032879
4,baseline,2025-03-10,2025-03-10 00:00:00,487.93,330.9717362882641
4,baseline,2025-03-10,2025-03-10 01:00:00,429.515,323.9052089884201
4,baseline,2025-03-10,2025-03-10 02:00:00,360.72249999999997,322.165958732555
4,baseline,2025-03-10,2025-03-10 03:00:00,303.4425,318.6663126996108
4,baseline,2025-03-10,2025-03-10 04:00:00,353.71000000000004,322.165958732555
4,baseline,2025-03-10,2025-03-10 05:00:00,520.9525,329.23248603239904
4,baseline,2025-03-10,2025-03-10 06:00:00,836.535,369.0974576912421
4,baseline,2025-03-10,2025-03-10 07:00:00,955.2375,422.0646036047099
4,baseline,2025-03-10,2025-03-10 08:00:00,368.45500000000004,314.7390265970401
4,baseline,2025-03-10,2025-03-10 09:00:00,213.625,237.7219481049769
4,baseline,2025-03-10,2025-03-10 10:00:00,58.142500000000005,27.261521383106782
4,baseline,2025-03-10,2025-03-10 11:00:00,0.0,21.204421921236666
4,baseline,2025-03-10,2025-03-10 12:00:00,9.02,21.35114435918605
4,baseline,2025-03-10,2025-03-10 13:00:00,20.7,21.338900090713867
4,baseline,2025-03-10,2025-03-10 14:00:00,19.94,20.918623907931778
4,baseline,2025-03-10,2025-03-10 15:00:00,109.545,141.56647405760327
4,baseline,2025-03-10,2025-03-10 16:00:00,251.055,285.35194731825845
4,baseline,2025-03-10,2025-03-10 17:00:00,809.37,392.3130844514098
4,baseline,2025-03-10,2025-03-10 18:00:00,997.9449999999999,496.1942143277141
4,baseline,2025-03-10,2025-03-10 19:00:00,965.3075,491.6519634952342
4,baseline,2025-03-10,2025-03-10 20:00:00,924.3025,497.19755111457334
4,baseline,2025-03-10,2025-03-10 21:00:00,975.1625,466.63274037875885
4,baseline,2025-03-10,2025-03-10 22:00:00,543.815,358.3685013518003
4,baseline,2025-03-10,2025-03-10 23:00:00,322.895,315.5886290791078
4,baseline,2025-03-11,2025-03-11 00:00:00,322.5675,327.36613251881033
4,baseline,2025-03-11,2025-03-11 01:00:00,318.3225,316.69567605078583
4,baseline,2025-03-11,2025-03-11 02:00:00,315.5,311.7468188135749
4,baseline,2025-03-11,2025-03-11 03:00:00,314.25,310.9001949910955
4,baseline,2025-03-11,2025-03-11 04:00:00,311.25,310.9001949910955
4,baseline,2025-03-11,2025-03-11 05:00:00,326.25,318.1451653556016
4,baseline,2025-03-11,2025-03-11 06:00:00,356.2875,365.1024841001954
4,baseline,2025-03-11,2025-03-11 07:00:00,387.695,459.1084247942373
4,baseline,2025-03-11,2025-03-11 08:00:00,384.05,428.24926652570423
4,baseline,2025-03-11,2025-03-11 09:00:00,339.85,322.2205891231842
4,baseline,2025-03-11,2025-03-11 10:00:00,296.25,294.9321485000813
4,baseline,2025-03-11,2025-03-11 11:00:00,278.0875,259.54183654364374
4,baseline,2025-03-11,2025-03-11 12:00:00,258.475,133.6701512573216
4,baseline,2025-03-11,2025-03-11 13:00:00,250.9025,66.00202056273938
4,baseline,2025-03-11,2025-03-11 14:00:00,249.7575,74.225362616886
4,baseline,2025-03-11,2025-03-11 15:00:00,254.7875,155.8721193682536
4,baseline,2025-03-11,2025-03-11 16:00:00,290.0,275.84025000143725
4,baseline,2025-03-11,2025-03-11 17:00:00,330.3,330.51884079625
4,baseline,2025-03-11,2025-03-11 18:00:00,389.5,436.1912357145799
4,baseline,2025-03-11,2025-03-11 19:00:00,394.6725,434.334678191945
4,baseline,2025-03-11,2025-03-11 20:00:00,395.8875,456.2196764331072
4,baseline,2025-03-11,2025-03-11 21:00:00,398.0,461.789349001012
4,baseline,2025-03-11,2025-03-11 22:00:00,370.5125,365.19167740172867
4,baseline,2025-03-11,2025-03-11 23:00:00,339.5,324.1040630416817
4,baseline,2025-03-12,2025-03-12 00:00:00,327.94,331.96432713178285
4,baseline,2025-03-12,2025-03-12 01:00:00,318.75,325.95844425237533
4,baseline,2025-03-12,2025-03-12 02:00:00,315.0,322.36009279897485
4,baseline,2025-03-12,2025-03-12 03:00:00,315.0,322.36009279897485
4,baseline,2025-03-12,2025-03-12 04:00:00,317.25,327.15789473684214
4,baseline,2025-03-12,2025-03-12 05:00:00,340.8375,344.4630272336397
4,baseline,2025-03-12,2025-03-12 06:00:00,369.295,475.17883109727165
4,baseline,2025-03-12,2025-03-12 07:00:00,389.41499999999996,585.4163293750055
4,baseline,2025-03-12,2025-03-12 08:00:00,319.105,319.7542343281434
4,baseline,2025-03-12,2025-03-12 09:00:00,265.9975,165.96955389483594
4,baseline,2025-03-12,2025-03-12 10:00:00,110.675,18.580591878823828
4,baseline,2025-03-12,2025-03-12 11:00:00,0.0,22.096786490717115
4,baseline,2025-03-12,2025-03-12 12:00:00,0.0,24.215014510438177
4,baseline,2025-03-12,2025-03-12 13:00:00,20.5625,23.683906916179033
4,baseline,2025-03-12,2025-03-12 14:00:00,20.075000000000003,21.90932242700488
4,baseline,2025-03-12,2025-03-12 15:00:00,132.4975,26.263709751207152
4,baseline,2025-03-12,2025-03-12 16:00:00,277.5,228.0310425576801
4,baseline,2025-03-12,2025-03-12 17:00:00,339.4475,431.58825111272887
4,baseline,2025-03-12,2025-03-12 18:00:00,355.0025,516.4617006623822
4,baseline,2025-03-12,2025-03-12 19:00:00,337.7975,592.31764836987
4,baseline,2025-03-12,2025-03-12 20:00:00,321.05,361.3545247067398
4,baseline,2025-03-12,2025-03-12 21:00:00,317.25,325.1039981737164
4,baseline,2025-03-12,2025-03-12 22:00:00,301.25,299.05971683320377
4,baseline,2025-03-12,2025-03-12 23:00:00,287.5,282.3441333216193
4,baseline,2025-03-13,2025-03-13 00:00:00,295.0,266.63357271235026
4,baseline,2025-03-13,2025-03-13 01:00:00,289.5,273.79510735366455
4,baseline,2025-03-13,2025-03-13 02:00:00,281.25,275.7668047347593
4,baseline,2025-03-13,2025-03-13 03:00:00,280.5,275.7668047347593
4,baseline,2025-03-13,2025-03-13 04:00:00,280.55,271.5059368844028
4,baseline,2025-03-13,2025-03-13 05:00:00,286.25,274.62056795478134
4,baseline,2025-03-13,2025-03-13 06:00:00,301.0,267.2425016040933
4,baseline,2025-03-13,2025-03-13 07:00:00,300.0,268.6012799911398
4,baseline,2025-03-13,2025-03-13 08:00:00,265.1125,139.7044366203113
4,baseline,2025-03-13,2025-03-13 09:00:00,73.8525,20.23051899770347
4,baseline,2025-03-13,2025-03-13 10:00:00,16.5575,17.022998105866392
4,baseline,2025-03-13,2025-03-13 11:00:00,0.0,0.04766576542690245
4,baseline,2025-03-13,2025-03-13 12:00:00,10.925,0.0
4,baseline,2025-03-13,2025-03-13 13:00:00,23.225,0.19513584168492706
4,baseline,2025-03-13,2025-03-13 14:00:00,22.9775,7.258875730327399
4,baseline,2025-03-13,2025-03-13 15:00:00,22.395,22.26245367663759
4,baseline,2025-03-13,2025-03-13 16:00:00,99.53,32.82553137161941
4,baseline,2025-03-13,2025-03-13 17:00:00,280.1075,268.51380089176496
4,baseline,2025-03-13,2025-03-13 18:00:00,301.0925,315.76578975166893
4,baseline,2025-03-13,2025-03-13 19:00:00,297.9625,308.15107979269237
4,baseline,2025-03-13,2025-03-13 20:00:00,286.98,293.93659941317054
4,baseline,2025-03-13,2025-03-13 21:00:00,293.8925,266.94037032278175
4,baseline,2025-03-13,2025-03-13 22:00:00,281.25,268.6660421691168
4,baseline,2025-03-13,2025-03-13 23:00:00,265.0,240.71029238586857
4,baseline,2025-03-14,2025-03-14 00:00:00,256.25,195.8573615303779
4,baseline,2025-03-14,2025-03-14 01:00:00,257.5,164.20184038259447
4,baseline,2025-03-14,2025-03-14 02:00:00,257.5,131.34623606593337
4,baseline,2025-03-14,2025-03-14 03:00:00,255.0,153.65
4,baseline,2025-03-14,2025-03-14 04:00:00,258.75,215.0815377056965
4,baseline,2025-03-14,2025-03-14 05:00:00,279.25,270.95259089141723
4,baseline,2025-03-14,2025-03-14 06:00:00,304.5,297.02438310875607
4,baseline,2025-03-14,2025-03-14 07:00:00,316.25,320.9234138382436
4,baseline,2025-03-14,2025-03-14 08:00:00,292.25,274.66455158077156
4,baseline,2025-03-14,2025-03-14 09:00:00,214.08249999999998,199.7714106599588
4,baseline,2025-03-14,2025-03-14 10:00:00,24.9,18.621107280985285
4,baseline,2025-03-14,2025-03-14 11:00:00,0.0,14.488108944731518
4,baseline,2025-03-14,2025-03-14 12:00:00,19.66,10.662329366201888
4,baseline,2025-03-14,2025-03-14 13:00:00,27.8925,16.404665469903236
4,baseline,2025-03-14,2025-03-14 14:00:00,27.24,13.088798701870083
4,baseline,2025-03-14,2025-03-14 15:00:00,44.2475,84.2773562592918
4,baseline,2025-03-14,2025-03-14 16:00:00,283.75,267.7198259480306
4,baseline,2025-03-14,2025-03-14 17:00:00,327.5,537.0097077571488
4,baseline,2025-03-14,2025-03-14 18:00:00,350.65250000000003,841.4600914509329
4,baseline,2025-03-14,2025-03-14 19:00:00,349.385,827.245657321304
4,baseline,2025-03-14,2025-03-14 20:00:00,330.51,772.2612168642552
4,baseline,2025-03-14,2025-03-14 21:00:00,341.8,661.8078124209815
4,baseline,2025-03-14,2025-03-14 22:00:00,320.9,384.4259354122459
4,baseline,2025-03-14,2025-03-14 23:00:00,298.5,296.56839181378274
4,baseline,2025-03-15,2025-03-15 00:00:00,283.75,266.5065386838685
4,baseline,2025-03-15,2025-03-15 01:00:00,279.3,261.5855504303221
4,baseline,2025-03-15,2025-03-15 02:00:00,267.5,268.7467894248341
4,baseline,2025-03-15,2025-03-15 03:00:00,259.5,267.5007773718513
4,baseline,2025-03-15,2025-03-15 04:00:00,257.75,256.3938902058786
4,baseline,2025-03-15,2025-03-15 05:00:00,260.275,256.3938902058786
4,baseline,2025-03-15,2025-03-15 06:00:00,270.3125,267.4698265446266
4,baseline,2025-03-15,2025-03-15 07:00:00,265.3175,246.99269287921447
4,baseline,2025-03-15,2025-03-15 08:00:00,122.33,58.75074007105032
4,baseline,2025-03-15,2025-03-15 09:00:00,19.8075,12.139291346970843
4,baseline,2025-03-15,2025-03-15 10:00:00,20.9075,6.00877091725198
4,baseline,2025-03-15,2025-03-15 11:00:00,0.0,0.08473212033560515
4,baseline,2025-03-15,2025-03-15 12:00:00,16.259999999999998,0.001191249205282186
4,baseline,2025-03-15,2025-03-15 13:00:00,22.68,0.0
4,baseline,2025-03-15,2025-03-15 14:00:00,21.9175,0.0
4,baseline,2025-03-15,2025-03-15 15:00:00,21.025,0.0036855299699760733
4,baseline,2025-03-15,2025-03-15 16:00:00,17.3875,1.4151678909959595
4,baseline,2025-03-15,2025-03-15 17:00:00,16.44,26.070206464478694
4,baseline,2025-03-15,2025-03-15 18:00:00,101.97999999999999,121.9156675680439
4,baseline,2025-03-15,2025-03-15 19:00:00,75.15,114.24829942180207
4,baseline,2025-03-15,2025-03-15 20:00:00,19.075,52.81186211286628
4,baseline,2025-03-15,2025-03-15 21:00:00,86.5625,23.619201468506557
4,baseline,2025-03-15,2025-03-15 22:00:00,18.3325,9.052292833545138
4,baseline,2025-03-15,2025-03-15 23:00:00,17.6775,11.87620100551324
4,baseline,2025-03-16,2025-03-16 00:00:00,40.0425,15.83327012493831
4,baseline,2025-03-16,2025-03-16 01:00:00,19.9,16.69763441114656
4,baseline,2025-03-16,2025-03-16 02:00:00,20.2425,18.426362983563056
4,baseline,2025-03-16,2025-03-16 03:00:00,20.4325,18.426362983563056
4,baseline,2025-03-16,2025-03-16 04:00:00,20.5975,15.169376998589128
4,baseline,2025-03-16,2025-03-16 05:00:00,177.085,10.868439524798
4,baseline,2025-03-16,2025-03-16 06:00:00,266.0,69.73129586062898
4,baseline,2025-03-16,2025-03-16 07:00:00,266.25,88.2847989843634
4,baseline,2025-03-16,2025-03-16 08:00:00,135.905,10.902778205924102
4,baseline,2025-03-16,2025-03-16 09:00:00,21.997500000000002,3.394126245572764
4,baseline,2025-03-16,2025-03-16 10:00:00,22.305,4.336808689942018e-19
4,baseline,2025-03-16,2025-03-16 11:00:00,0.0,0.008703840767219102
4,baseline,2025-03-16,2025-03-16 12:00:00,17.8525,0.0
4,baseline,2025-03-16,2025-03-16 13:00:00,25.82,0.0036981701200452105
4,baseline,2025-03-16,2025-03-16 14:00:00,26.14,3.394126245572764
4,baseline,2025-03-16,2025-03-16 15:00:00,49.3675,31.258611867039612
4,baseline,2025-03-16,2025-03-16 16:00:00,313.2325,252.60003596027866
4,baseline,2025-03-16,2025-03-16 17:00:00,860.45,537.8329683436348
4,baseline,2025-03-16,2025-03-16 18:00:00,908.75,888.6553316199534
4,baseline,2025-03-16,2025-03-16 19:00:00,872.65,905.0636968238042
4,baseline,2025-03-16,2025-03-16 20:00:00,840.075,866.4827375229047
4,baseline,2025-03-16,2025-03-16 21:00:00,893.975,671.4621968752319
4,baseline,2025-03-16,2025-03-16 22:00:00,722.09,590.1568574532361
4,baseline,2025-03-16,2025-03-16 23:00:00,350.0,354.29703721629136
4,baseline,2025-03-17,2025-03-17 00:00:00,362.905,289.1074693708205
4,baseline,2025-03-17,2025-03-17 01:00:00,350.0,270.6709612888928
4,baseline,2025-03-17,2025-03-17 02:00:00,312.25,254.40245342014316
4,baseline,2025-03-17,2025-03-17 03:00:00,306.25,248.43819305115238
4,baseline,2025-03-17,2025-03-17 04:00:00,295.0,240.90400468747973
4,baseline,2025-03-17,2025-03-17 05:00:00,299.8,243.2481365713628
4,baseline,2025-03-17,2025-03-17 06:00:00,348.75,267.36774949629057
4,baseline,2025-03-17,2025-03-17 07:00:00,346.5,272.13961687224185
4,baseline,2025-03-17,2025-03-17 08:00:00,294.75,249.742460453181
4,baseline,2025-03-17,2025-03-17 09:00:00,244.8625,193.17299741452592
4,baseline,2025-03-17,2025-03-17 10:00:00,80.5075,43.5621658525856
4,baseline,2025-03-17,2025-03-17 11:00:00,0.0,12.816698226399389
4,baseline,2025-03-17,2025-03-17 12:00:00,18.9525,10.351790922719061
4,baseline,2025-03-17,2025-03-17 13:00:00,26.775,10.812836142201835
4,baseline,2025-03-17,2025-03-17 14:00:00,26.1625,13.740862189439758
4,baseline,2025-03-17,2025-03-17 15:00:00,101.6925,81.28051112775798
4,baseline,2025-03-17,2025-03-17 16:00:00,285.0,234.27684766823162
4,baseline,2025-03-17,2025-03-17 17:00:00,675.75,340.685990360447
4,baseline,2025-03-17,2025-03-17 18:00:00,1189.25,546.7822121545532
4,baseline,2025-03-17,2025-03-17 19:00:00,1196.225,588.0812735371959
4,baseline,2025-03-17,2025-03-17 20:00:00,1174.55,547.2851016183729
4,baseline,2025-03-17,2025-03-17 21:00:00,1162.75,532.061018087702
4,baseline,2025-03-17,2025-03-17 22:00:00,1033.25,451.4512632351373
4,baseline,2025-03-17,2025-03-17 23:00:00,436.22,335.3980991277699
4,baseline,2025-03-18,2025-03-18 00:00:00,413.45500000000004,346.3233533686505
4,baseline,2025-03-18,2025-03-18 01:00:00,382.92,334.89103631330363
4,baseline,2025-03-18,2025-03-18 02:00:00,368.50750000000005,327.3152173913044
4,baseline,2025-03-18,2025-03-18 03:00:00,308.1175,334.89103631330363
4,baseline,2025-03-18,2025-03-18 04:00:00,369.535,337.41630928730336
4,baseline,2025-03-18,2025-03-18 05:00:00,445.36,353.3406308758956
4,baseline,2025-03-18,2025-03-18 06:00:00,609.3025,443.3280308403891
4,baseline,2025-03-18,2025-03-18 07:00:00,661.5575,496.2613185156668
4,baseline,2025-03-18,2025-03-18 08:00:00,738.795,760.1154110766056
4,baseline,2025-03-18,2025-03-18 09:00:00,738.6075,538.2323210622613
4,baseline,2025-03-18,2025-03-18 10:00:00,717.625,504.73985892002116
4,baseline,2025-03-18,2025-03-18 11:00:00,670.6175,447.53398341713535
4,baseline,2025-03-18,2025-03-18 12:00:00,446.39,349.2923680624329
4,baseline,2025-03-18,2025-03-18 13:00:00,363.1875,340.3853239810858
4,baseline,2025-03-18,2025-03-18 14:00:00,421.515,357.4048740793679
4,baseline,2025-03-18,2025-03-18 15:00:00,501.8075,419.7225765891021
4,baseline,2025-03-18,2025-03-18 16:00:00,629.7875,497.5265480181331
4,baseline,2025-03-18,2025-03-18 17:00:00,808.8924999999999,759.9940944271916
4,baseline,2025-03-18,2025-03-18 18:00:00,800.5375,1032.4194291368979
4,baseline,2025-03-18,2025-03-18 19:00:00,735.7249999999999,1026.596653420007
4,baseline,2025-03-18,2025-03-18 20:00:00,691.7175,760.1154110766056
4,baseline,2025-03-18,2025-03-18 21:00:00,685.0125,498.48641125478343
4,baseline,2025-03-18,2025-03-18 22:00:00,601.48,474.64898163387915
4,baseline,2025-03-18,2025-03-18 23:00:00,473.635,385.06919962318614
4,baseline,2025-03-19,2025-03-19 00:00:00,339.25,527.0114586446442
4,baseline,2025-03-19,2025-03-19 01:00:00,341.25,548.8998271085603
4,baseline,2025-03-19,2025-03-19 02:00:00,335.75,523.0198799189698
4,baseline,2025-03-19,2025-03-19 03:00:00,326.25,498.17269804886024
4,baseline,2025-03-19,2025-03-19 04:00:00,318.25,421.61496438944414
4,baseline,2025-03-19,2025-03-19 05:00:00,313.5,393.8959375
4,baseline,2025-03-19,2025-03-19 06:00:00,317.5,458.55296803001556
4,baseline,2025-03-19,2025-03-19 07:00:00,328.25,498.17269804886024
4,baseline,2025-03-19,2025-03-19 08:00:00,317.3,381.75242170341915
4,baseline,2025-03-19,2025-03-19 09:00:00,280.47249999999997,289.3870120635525
4,baseline,2025-03-19,2025-03-19 10:00:00,216.3475,223.51944022685157
4,baseline,2025-03-19,2025-03-19 11:00:00,55.02,44.13741638219288
4,baseline,2025-03-19,2025-03-19 12:00:00,17.072499999999998,16.725755426922106
4,baseline,2025-03-19,2025-03-19 13:00:00,23.8475,14.219503995684697
4,baseline,2025-03-19,2025-03-19 14:00:00,22.68,14.219503995684697
4,baseline,2025-03-19,2025-03-19 15:00:00,21.515,16.18773418399384
4,baseline,2025-03-19,2025-03-19 16:00:00,163.2725,113.49333990258387
4,baseline,2025-03-19,2025-03-19 17:00:00,284.25,287.6713414496567
4,baseline,2025-03-19,2025-03-19 18:00:00,313.75,376.2891116272872
4,baseline,2025-03-19,2025-03-19 19:00:00,325.5,442.9424039307131
4,baseline,2025-03-19,2025-03-19 20:00:00,316.25,400.7180603475239
4,baseline,2025-03-19,2025-03-19 21:00:00,325.5,352.16032929000784
4,baseline,2025-03-19,2025-03-19 22:00:00,311.25,304.41251338966157
4,baseline,2025-03-19,2025-03-19 23:00:00,291.0,295.17661349394456
4,baseline,2025-03-20,2025-03-20 00:00:00,293.25,296.7327656378213
4,baseline,2025-03-20,2025-03-20 01:00:00,286.3,291.2167524113207
4,baseline,2025-03-20,2025-03-20 02:00:00,280.5,281.8064978861261
