Date,Pred_Label,Pred_Probability,True_Label
2025-04-22,0,0.44181737,0
2025-04-23,0,0.3268409,0
2025-04-24,1,0.5939533,1
2025-04-25,1,0.59961474,1
2025-04-26,0,0.46351436,0
2025-04-27,0,0.46386486,1
2025-04-28,0,0.4525585,0
2025-04-29,0,0.3348918,0
2025-04-30,0,0.26642975,0
2025-05-01,0,0.45208633,0
2025-05-02,0,0.34156102,0
2025-05-03,1,0.5637628,0
2025-05-04,0,0.37691137,0
2025-05-05,0,0.2641424,0
2025-05-06,1,0.6203644,0
2025-05-07,0,0.41660476,0
2025-05-08,1,0.61007506,1
2025-05-09,0,0.2896488,0
2025-05-10,0,0.4456077,0
2025-05-11,0,0.40424505,0
2025-05-12,0,0.4465316,1
2025-05-13,0,0.44076517,1
2025-05-14,1,0.60901636,1
2025-05-15,0,0.35952502,0
2025-05-16,0,0.23021235,0
2025-05-17,0,0.48592156,1
2025-05-18,0,0.31653804,0
2025-05-19,1,0.58179104,1
2025-05-20,1,0.6091018,0
2025-05-21,0,0.35794592,0
2025-05-22,0,0.3895041,0
2025-05-23,1,0.6211612,1
2025-05-24,1,0.6006637,1
2025-05-25,1,0.58914036,1
2025-05-26,1,0.5523023,1
2025-05-27,0,0.43206042,0
2025-05-28,0,0.2613138,0
2025-05-29,0,0.24285726,0
2025-05-30,0,0.48808476,0
2025-05-31,0,0.49586895,0
2025-06-01,1,0.5691419,1
2025-06-02,0,0.30630863,0
2025-06-03,0,0.3709942,0
2025-06-04,1,0.56822425,0
2025-06-05,1,0.5803373,1
2025-06-06,1,0.57502043,1
2025-06-07,1,0.57886803,0
2025-06-08,1,0.5513184,1
2025-06-09,0,0.34256214,0
2025-06-10,0,0.47547665,0
2025-06-11,0,0.29282683,0
2025-06-12,0,0.37160373,0
2025-06-13,1,0.5822363,1
2025-06-14,0,0.35709044,0
2025-06-15,0,0.24292746,0
2025-06-16,0,0.48155215,1
2025-06-17,1,0.52037066,0
2025-06-18,1,0.5974038,0
2025-06-19,1,0.596324,1
2025-06-20,1,0.57574534,1
2025-06-21,1,0.5195412,0
2025-06-22,0,0.43091455,0
2025-06-23,0,0.4337654,0
2025-06-24,0,0.4120966,0
2025-06-25,1,0.5145831,0
2025-06-26,1,0.55653554,1
2025-06-27,0,0.49632317,0
2025-06-28,1,0.50568944,0
2025-06-29,0,0.49438587,1
2025-06-30,0,0.4943718,0
2025-07-01,0,0.4483616,0
2025-07-02,0,0.3634162,0
2025-07-03,0,0.49903908,0
2025-07-04,0,0.49372634,0
2025-07-05,1,0.5174129,1
2025-07-06,0,0.45062554,0
2025-07-07,0,0.39440387,0
2025-07-08,0,0.3902811,0
2025-07-09,0,0.36374858,0
2025-07-10,0,0.43771282,0
2025-07-11,1,0.512013,0
2025-07-12,1,0.59573525,1
2025-07-13,1,0.5865437,1
2025-07-14,1,0.5242822,1
2025-07-15,0,0.4454182,0
2025-07-16,1,0.5089712,1
2025-07-17,1,0.5546776,1
2025-07-18,0,0.39608884,0
2025-07-19,0,0.40967512,0
2025-07-20,1,0.56438076,0
2025-07-21,0,0.40117502,0
2025-07-22,0,0.2889388,0
2025-07-23,0,0.3536177,0
2025-07-24,0,0.4045037,0
2025-07-25,0,0.43282503,0
2025-07-26,1,0.5392794,0
2025-07-27,1,0.5825975,1
2025-07-28,1,0.5712587,1
2025-07-29,1,0.56761926,1
2025-07-30,0,0.43978202,0
2025-07-31,0,0.48706508,0
2025-08-01,0,0.4596658,0
2025-08-02,1,0.5125875,1
2025-08-03,0,0.4585456,1
2025-08-04,0,0.47234765,1
2025-08-05,1,0.5137797,0
2025-08-06,0,0.4983995,0
2025-08-07,0,0.40101779,0
2025-08-08,0,0.4827339,0
2025-08-09,0,0.45830908,1
2025-08-10,0,0.4054907,0
2025-08-11,0,0.40806085,0
2025-08-12,0,0.4368481,1
2025-08-13,0,0.46969354,0
2025-08-14,0,0.32735404,0
2025-08-15,0,0.42530662,0
2025-08-16,0,0.45187068,0
2025-08-17,0,0.39735663,0
2025-08-18,0,0.43395033,0
2025-08-19,0,0.46572527,0
2025-08-20,0,0.39593396,0
2025-08-21,1,0.57301396,1
2025-08-22,1,0.6049835,1
2025-08-23,0,0.4502553,0
2025-08-24,1,0.5454048,0
2025-08-25,0,0.42904317,0
